(15.879988229013978, 15.239999869964088, 0.043233183387580754)
(15.879985613860189, 15.240017196289266, 0.04318524247235822)
(15.880006524845957, 15.2400258324435, 0.04310433985261741)
(15.879980377033352, 15.240022422871554, 0.043116598490887226)
(15.879989711679517, 15.240007521128284, 0.04324160987801551)
(15.88034616049379, 15.240314982375132, 0.044669528147987636)
(15.879968650750815, 15.240011997180993, 0.04309458426076662)
(15.880421956181525, 15.240403297133746, 0.04500732611756053)
(15.879957591295241, 15.240024764100092, 0.04285128711920261)
(15.880414984300732, 15.240380201032387, 0.04514216859182074)
(15.880396587885915, 15.240394497299569, 0.04477524374935826)
(15.880401529483496, 15.240360926613214, 0.045128012927085015)
(15.880387887470423, 15.240369893852623, 0.04508752880311073)
(15.880378272496163, 15.240385242979976, 0.04518202218855083)
(15.880385290943085, 15.240381707446652, 0.04514500722010828)
(15.88038153398782, 15.240384039478378, 0.044935677600071555)
(15.880382204540073, 15.240373525777834, 0.04519737189969053)
(15.88038512982428, 15.24040099420585, 0.04529830984046401)
(15.880369410961865, 15.240372474780308, 0.04513957870394458)
(15.880384696759283, 15.240393988098951, 0.045163010762943934)
(15.88037274044007, 15.240400096178057, 0.04505791738069531)
(15.88028187315911, 15.240335796969013, 0.04466349556915672)
(15.88038248579949, 15.240401072902607, 0.04501165549401298)
(15.880376797281205, 15.240390259316193, 0.04507451361287074)
(15.879927083961665, 15.240015056226405, 0.04306201870134663)
(15.880363813713192, 15.240389981083574, 0.04515078352753599)
